gene	description	WT_6h_1	WT_6h_2	WT_6h_3	RELA_6h_1	RELA_6h_2	RELA_6h_3
Slc12a9	na	486	508	450	559	588	542
Slc13a1	na	0	0	0	0	0	0
Slc13a2	na	0	0	0	0	1	0
Slc13a3	na	0	0	0	0	0	0
Slc13a4	na	3	1	0	4	4	2
Slc13a5	na	0	0	0	0	0	0
Slc14a1	na	96	120	112	83	90	94
Slc14a2	na	1	0	0	0	0	0
Slc15a1	na	0	0	0	0	0	0
Slc15a2	na	291	321	261	442	448	361
Slc15a3	na	2521	2564	2372	3007	3073	2559
Slc15a4	na	1630	1716	1625	1880	1838	1591
Slc15a5	na	0	0	0	0	0	0
Slc16a1	na	1622	1779	1830	2288	2305	1961
Slc16a10	na	159	156	149	224	219	185
Slc16a11	na	12	14	7	13	18	21
Slc16a12	na	0	0	0	0	0	1
Slc16a13	na	241	227	209	283	263	248
Slc16a14	na	0	1	0	0	0	0
Slc16a2	na	0	1	0	1	1	1
Slc16a3	na	52	45	41	82	69	57
Slc16a4	na	45	54	48	43	79	51
Slc16a5	na	0	1	1	1	1	1
Slc16a6	na	1422	1529	1372	1562	1591	1362
Slc16a7	na	16	17	12	19	26	17
Slc16a8	na	16	17	13	17	16	9
Slc16a9	na	2	0	1	1	2	0
Slc17a1	na	1	0	0	0	0	0
Slc17a2	na	0	0	0	0	0	0
Slc17a3	na	0	0	0	0	0	0
Slc17a4	na	0	1	1	1	0	0
Slc17a5	na	764	816	739	844	729	687
Slc17a6	na	0	0	0	0	0	0
Slc17a7	na	0	1	0	1	0	1
Slc17a8	na	0	4	0	1	1	3
Slc17a9	na	932	918	821	957	1081	874
Slc18a1	na	18	22	18	32	19	23
Slc18a2	na	80	53	46	54	52	62
Slc18a3	na	0	0	0	0	0	0
Slc19a1	na	2398	2529	2361	3103	3171	2856
Slc19a2	na	1024	1042	1018	795	820	699
Slc19a3	na	0	1	0	0	0	0
Slc1a1	na	1	0	1	2	0	2
Slc1a2	na	8	16	9	11	7	10
Slc1a3	na	1	4	1	1	1	0
Slc1a4	na	992	942	992	1216	1211	1070
Slc1a5	na	16351	16680	14990	19137	19513	16591
Slc1a6	na	0	0	0	0	0	0
Slc1a7	na	0	0	0	0	0	0
Slc20a1	na	4729	5196	4791	4715	4848	4195
Slc20a2	na	1167	1198	1027	1347	1435	1188
Slc22a1	na	1	0	1	0	0	0
Slc22a12	na	2	2	1	1	0	1
Slc22a13	na	0	0	0	0	0	0
Slc22a13b	na	12	14	18	7	12	13
Slc22a14	na	0	0	0	0	0	0
Slc22a15	na	19	23	21	22	29	25
Slc22a16	na	0	0	0	0	0	0
Slc22a17	na	16	20	11	9	23	15
Slc22a18	na	0	0	0	0	0	0
Slc22a19	na	0	0	0	0	0	0
Slc22a2	na	0	0	0	0	0	0
Slc22a20	na	1	0	0	0	0	1
Slc22a21	na	9	16	7	11	9	11
Slc22a22	na	0	0	0	0	0	0
Slc22a23	na	70	79	64	96	84	64
Slc22a26	na	0	0	0	0	0	0
Slc22a27	na	0	0	0	0	0	1
Slc22a28	na	0	0	0	0	0	0
Slc22a29	na	0	0	0	0	0	0
Slc22a3	na	0	0	1	0	0	0
Slc22a30	na	0	0	0	0	0	0
Slc22a4	na	1	4	2	3	3	3
Slc22a5	na	346	392	400	442	477	391
Slc22a6	na	0	0	0	0	0	0
Slc22a7	na	0	0	1	0	2	0
Slc22a8	na	0	0	0	0	0	0
Slc23a1	na	57	75	45	61	65	35
Slc23a2	na	1586	1653	1596	1764	1887	1576
Slc23a3	na	6	9	4	9	8	10
Slc24a1	na	9	15	17	5	8	9
Slc24a2	na	0	0	0	0	0	0
Slc24a3	na	0	0	1	0	0	0
Slc24a4	na	1	0	0	0	0	0
Slc24a5	na	94	99	85	97	100	85
Slc24a6	na	504	618	490	667	735	588
Slc25a1	na	2451	2509	2321	2798	2838	2441
Slc25a10	na	252	261	246	276	350	280
Slc25a11	na	1561	1615	1592	1605	1571	1397
Slc25a12	na	629	621	608	709	694	580
Slc25a13	na	141	126	117	84	106	97
Slc25a14	na	117	119	103	124	132	111
Slc25a15	na	599	595	605	749	785	622
Slc25a16	na	317	295	308	336	351	307
Slc25a17	na	1097	1154	1154	1235	1401	1074
Slc25a18	na	30	28	28	24	23	26
Slc25a19	na	7625	8051	7082	7661	8101	6679
Slc25a2	na	17	11	20	9	19	15
Slc25a20	na	400	364	346	400	427	385
Slc25a21	na	0	0	0	0	0	0
Slc25a22	na	2742	2674	2477	2554	2663	2270
Slc25a23	na	94	100	86	102	128	96
Slc25a24	na	67	86	74	70	82	75
Slc25a25	na	472	508	507	559	593	509
Slc25a26	na	259	297	271	312	308	287
Slc25a27	na	138	148	110	138	151	110
Slc25a28	na	975	914	815	988	1003	871
Slc25a29	na	32	44	41	49	52	50
Slc25a3	na	10706	10775	10266	11586	11809	9930
Slc25a30	na	355	318	319	355	386	344
Slc25a31	na	0	0	0	0	0	0
Slc25a32	na	635	637	627	725	684	600
Slc25a33	na	359	431	382	506	478	448
Slc25a34	na	0	2	2	4	1	2
Slc25a35	na	34	41	28	52	45	33
Slc25a36	na	1120	1180	1125	1147	1187	1044
Slc25a37	na	1433	1466	1224	1704	1730	1459
Slc25a38	na	795	807	786	892	988	785
Slc25a39	na	3634	3599	3372	4359	4264	3599
Slc25a4	na	1679	1799	1813	1664	1547	1510
Slc25a40	na	210	273	240	243	252	246
Slc25a41	na	0	0	0	0	2	0
Slc25a42	na	100	115	109	119	119	115
Slc25a43	na	26	21	19	22	20	41
Slc25a44	na	909	934	853	978	944	843
Slc25a45	na	520	533	498	529	524	476
Slc25a46	na	1362	1326	1269	1517	1363	1289
Slc25a47	na	43	43	34	39	39	42
Slc25a48	na	0	0	0	0	0	0
Slc25a5	na	9895	10308	10126	11355	11512	10002
Slc26a1	na	87	76	76	61	80	74
Slc26a10	na	63	58	44	82	77	85
Slc26a11	na	440	444	377	567	589	513
Slc26a2	na	663	767	711	877	833	655
Slc26a3	na	1	0	1	1	0	0
Slc26a4	na	0	0	0	0	0	0
Slc26a5	na	1	0	0	0	0	0
Slc26a6	na	300	352	297	335	326	301
Slc26a7	na	0	0	0	0	0	0
Slc26a9	na	2	1	3	1	3	2
Slc27a1	na	373	353	301	449	491	405
Slc27a2	na	3	0	0	1	0	0
Slc27a3	na	73	82	76	71	85	84
Slc27a4	na	586	638	564	617	680	570
Slc27a5	na	1	1	0	0	2	0
Slc27a6	na	0	0	2	2	1	0
Slc28a1	na	0	2	1	2	4	2
Slc28a2	na	677	733	639	766	759	643
Slc28a3	na	0	0	0	0	0	0
Slc29a1	na	2202	2221	2196	2523	2563	2214
Slc29a2	na	764	792	751	900	863	805
Slc29a3	na	3575	3665	3431	3600	3836	3213
Slc29a4	na	22	27	24	41	40	17
Slc2a1	na	909	900	865	970	901	864
Slc2a10	na	1	2	1	1	6	0
Slc2a12	na	2	0	2	4	1	1
Slc2a13	na	3	0	3	4	1	3
Slc2a2	na	0	0	0	1	0	2
Slc2a3	na	551	612	515	600	599	564
Slc2a4	na	1	0	0	0	0	0
Slc2a4rg-ps	na	747	838	668	859	941	813
Slc2a5	na	1	0	3	3	0	0
Slc2a6	na	1830	1668	1401	1912	1611	1325
Slc2a7	na	0	0	0	0	0	0
Slc2a8	na	34	30	45	42	47	47
Slc2a9	na	39	51	51	36	40	38
Slc30a1	na	365	387	427	434	472	415
Slc30a10	na	0	0	0	0	0	0
Slc30a2	na	0	0	3	9	9	5
Slc30a3	na	1	0	1	0	2	2
Slc30a4	na	973	1023	1085	1177	1178	1072
Slc30a5	na	2432	2409	2449	2739	2856	2412
Slc30a6	na	547	548	468	558	522	455
Slc30a7	na	1474	1621	1573	1763	1719	1490
Slc30a8	na	0	0	0	0	0	0
Slc30a9	na	1306	1428	1317	1578	1566	1329
Slc31a1	na	1263	1309	1322	1549	1569	1436
Slc31a2	na	227	216	242	263	225	201
Slc32a1	na	0	1	0	0	1	3
Slc33a1	na	424	515	466	509	493	443
Slc34a1	na	1	0	0	0	1	0
Slc34a2	na	0	0	0	0	0	0
Slc34a3	na	0	0	0	0	0	0
Slc35a1	na	557	572	582	613	623	592
Slc35a2	na	477	543	450	571	579	508
Slc35a3	na	1367	1538	1394	1642	1698	1448
Slc35a4	na	4165	4145	3930	4615	4712	3873
Slc35a5	na	496	515	542	583	542	517
Slc35b1	na	1177	1199	1189	1287	1241	1181
Slc35b2	na	1651	1707	1580	1723	1773	1589
Slc35b3	na	492	530	495	582	562	503
Slc35b4	na	1230	1293	1208	1411	1499	1161
Slc35c1	na	1034	966	947	1047	1085	928
Slc35c2	na	1078	1031	976	1162	1172	1077
Slc35d1	na	145	142	154	171	162	139
Slc35d2	na	157	174	173	171	203	156
Slc35d3	na	4	7	3	2	4	2
Slc35e1	na	1995	2032	1905	2310	2230	2027
Slc35e2	na	1222	1458	1295	1422	1500	1325
Slc35e3	na	419	431	381	450	471	366
Slc35e4	na	24	24	24	39	14	33
Slc35f1	na	0	0	0	0	0	0
Slc35f2	na	160	150	157	156	172	127
Slc35f3	na	0	2	0	0	0	0
Slc35f4	na	0	3	4	2	1	1
Slc35f5	na	132	135	130	158	158	130
Slc36a1	na	709	757	654	810	825	682
Slc36a2	na	0	0	0	0	0	1
Slc36a3	na	6	24	12	5	12	10
Slc36a4	na	55	83	75	64	94	73
Slc37a1	na	438	461	412	449	483	349
Slc37a2	na	690	729	633	753	728	642
Slc37a3	na	630	715	684	645	673	587
Slc37a4	na	195	156	170	167	162	163
Slc38a1	na	9726	9907	9207	10663	10615	9365
Slc38a10	na	3083	3026	2964	3664	3566	3064
Slc38a11	na	0	0	0	0	0	0
Slc38a2	na	11050	11643	10655	12935	13335	11505
Slc38a3	na	0	0	0	0	0	0
Slc38a4	na	0	0	0	0	0	0
Slc38a5	na	0	1	1	3	1	0
Slc38a6	na	273	316	270	307	317	268
Slc38a7	na	982	958	1034	1028	1065	897
Slc38a8	na	2	8	5	1	1	2
Slc38a9	na	921	893	920	959	960	882
Slc39a1	na	1313	1349	1272	1316	1339	1122
Slc39a10	na	1250	1364	1300	1526	1511	1231
Slc39a11	na	343	385	326	363	335	300
Slc39a12	na	0	1	0	0	0	0
Slc39a13	na	530	602	493	561	549	494
Slc39a14	na	977	955	964	1098	1142	937
Slc39a2	na	50	28	41	45	45	41
Slc39a3	na	824	845	758	883	899	795
Slc39a4	na	208	227	194	160	198	124
Slc39a5	na	16	31	26	22	20	22
Slc39a6	na	1754	1721	1647	2058	2061	1761
Slc39a7	na	3337	3499	3260	3955	4000	3544
Slc39a8	na	21	11	16	26	31	30
Slc39a9	na	1774	1817	1756	2072	2053	1766
Slc3a1	na	7	15	6	6	9	8
Slc3a2	na	5777	5723	5541	6163	6328	5361
Slc40a1	na	26	31	18	46	43	24
Slc41a1	na	1684	1684	1428	1807	1925	1670
Slc41a2	na	126	144	98	111	110	121
Slc41a3	na	23	21	24	22	34	33
Slc43a1	na	181	191	175	180	193	140
Slc43a2	na	561	528	498	615	652	546
Slc43a3	na	2535	2515	2410	2196	2214	2000
Slc44a1	na	442	489	443	545	475	455
Slc44a2	na	3621	3722	3324	4069	4254	3613
Slc44a3	na	2	0	1	1	0	0
Slc44a4	na	0	0	0	0	0	0
Slc44a5	na	0	0	0	0	1	0
Slc45a1	na	0	0	0	0	0	0
Slc45a2	na	0	0	0	0	0	0
Slc45a3	na	1	0	2	6	2	1
Slc45a4	na	569	598	553	614	652	581
Slc46a1	na	59	61	61	66	51	52
Slc46a2	na	0	0	1	1	0	0
Slc46a3	na	78	78	91	78	114	78
Slc47a1	na	0	0	0	0	0	0
Slc47a2	na	0	0	0	0	0	0
Slc48a1	na	962	941	876	1016	1079	889
Slc4a1	na	2	6	5	14	18	6
Slc4a10	na	2	3	3	3	5	2
Slc4a11	na	66	65	63	69	69	51
Slc4a1ap	na	1332	1360	1414	1480	1473	1342
Slc4a2	na	1604	1577	1372	1848	1843	1487
Slc4a3	na	4	1	2	5	2	2
Slc4a4	na	0	1	0	1	0	0
Slc4a5	na	2	3	3	0	3	1
Slc4a7	na	2007	2164	2038	2513	2525	2107
Slc4a8	na	269	234	217	248	319	293
Slc4a9	na	2	1	1	0	0	0
Slc50a1	na	1558	1572	1425	1566	1696	1369
Slc5a1	na	0	0	0	0	0	0
Slc5a10	na	27	28	18	28	13	16
Slc5a11	na	6	4	3	2	7	5
Slc5a12	na	0	0	0	0	0	0
Slc5a2	na	1	3	0	1	2	1
Slc5a3	na	536	599	550	633	613	575
Slc5a4a	na	0	0	0	0	0	0
Slc5a4b	na	0	0	1	0	0	0
Slc5a5	na	1	4	3	3	2	2
Slc5a6	na	606	624	610	774	788	606
Slc5a7	na	0	0	0	0	0	0
Slc5a8	na	2	0	1	0	0	0
Slc5a9	na	0	0	0	0	0	0
Slc6a1	na	0	0	0	0	0	0
Slc6a11	na	0	0	0	0	0	0
Slc6a12	na	7	2	3	7	5	1
Slc6a13	na	1	5	4	5	6	3
Slc6a14	na	0	0	0	0	0	0
Slc6a15	na	0	1	0	0	0	0
Slc6a17	na	0	4	2	0	2	1
Slc6a18	na	0	0	0	0	0	0
Slc6a19	na	7	5	4	8	12	4
Slc6a2	na	0	0	0	0	0	0
Slc6a20a	na	3	3	1	0	5	4
Slc6a20b	na	3	0	2	0	0	1
Slc6a3	na	1	0	0	1	0	0
Slc6a4	na	1	0	1	3	4	1
Slc6a5	na	0	0	0	0	0	0
Slc6a6	na	3086	3100	2955	3831	3916	3414
Slc6a7	na	0	0	0	0	0	0
Slc6a8	na	6	11	10	12	9	7
Slc6a9	na	343	355	306	374	464	330
Slc7a1	na	5667	5937	5585	6562	6786	5809
Slc7a10	na	1	1	0	2	0	2
Slc7a11	na	124	147	131	202	216	190
Slc7a12	na	0	0	0	0	0	0
Slc7a13	na	0	0	0	0	0	0
Slc7a14	na	0	1	1	0	1	0
Slc7a15	na	0	0	0	0	0	0
Slc7a2	na	2	2	3	2	4	3
Slc7a3	na	90	101	88	127	135	124
Slc7a4	na	0	0	0	0	0	0
Slc7a5	na	5620	5726	5517	6813	6980	5937
Slc7a6	na	2516	2583	2510	2915	3032	2526
Slc7a6os	na	1380	1393	1328	1623	1666	1434
Slc7a7	na	143	163	165	132	129	117
Slc7a8	na	13	8	13	7	10	8
Slc7a9	na	0	0	0	1	0	0
Slc8a1	na	15	10	12	16	20	26
Slc8a2	na	5	5	7	2	4	3
Slc8a3	na	0	1	0	0	0	0
Slc9a1	na	1275	1288	1161	1390	1445	1202
Slc9a10	na	0	0	0	0	0	0
Slc9a2	na	0	3	2	0	1	0
Slc9a3	na	3	0	1	2	1	1
Slc9a3r1	na	1471	1454	1380	1557	1499	1308
Slc9a3r2	na	1	3	3	1	1	3
Slc9a4	na	0	0	1	0	0	0
Slc9a5	na	263	285	208	300	310	281
Slc9a6	na	558	617	581	666	680	572
Slc9a7	na	1827	1918	1865	1958	1997	1698
Slc9a8	na	4140	4272	3859	4729	4661	3921
Slc9a9	na	3	6	9	11	11	5
Slco1a1	na	0	0	0	0	0	0
Slco1a4	na	0	0	0	0	0	0
Slco1a5	na	0	0	0	1	0	0
Slco1a6	na	0	0	0	0	0	0
Slco1b2	na	0	0	0	1	0	1
Slco1c1	na	0	0	0	0	0	0
Slco2a1	na	0	0	2	0	1	1
Slco2b1	na	1	0	0	0	0	0
Slco3a1	na	29	24	23	23	29	21
Slco4a1	na	1453	1621	1356	1506	1637	1394
Slco4c1	na	4	2	2	3	0	0
Slco5a1	na	148	153	134	133	166	151
Slco6b1	na	0	0	0	0	0	0
Slco6c1	na	0	0	0	0	0	0
Slco6d1	na	0	0	0	0	0	0
Slfn1	na	139	137	109	128	74	73
Slfn10-ps	na	180	160	188	160	172	139
Slfn14-ps	na	1	4	0	2	5	1
Slfn2	na	8166	8047	8504	8033	7529	6984
Slfn3	na	217	177	211	227	227	209
Slfn4	na	205	243	207	232	210	184
Slfn5	na	1542	1497	1602	674	580	595
Slfn8	na	2533	2546	2677	1855	1661	1513
Slfn9	na	122	127	131	99	89	71
Slfnl1	na	6	1	0	3	1	6
Slit1	na	3	4	3	2	0	2
Slit2	na	0	0	0	0	0	0
Slit3	na	20	9	19	17	26	19
Slitrk1	na	0	0	0	0	0	0
Slitrk2	na	0	0	0	0	0	0
Slitrk3	na	0	0	0	0	0	0
Slitrk4	na	0	0	0	0	0	0
Slitrk5	na	0	0	0	0	0	0
Slitrk6	na	0	0	0	0	0	0
Slk	na	2392	2438	2303	2845	2906	2542
Slmap	na	2421	2433	2240	2541	2469	2199
Slmo1	na	10	11	14	12	18	7
Slmo2	na	1267	1251	1263	1342	1413	1276
Sln	na	0	0	0	0	0	0
Slpi	na	45	40	31	59	81	78
Sltm	na	3679	3810	3717	4249	4230	3807
Slu7	na	2555	2546	2463	2809	2776	2410
Slurp1	na	0	0	0	0	0	0
Slx	na	0	0	0	0	0	0
Slx1b	na	290	310	298	308	310	287
Slx4	na	1753	1822	1649	1902	1970	1638
Slxl1	na	0	0	0	0	0	0
Sly	na	0	0	0	0	0	0
Smad1	na	138	123	131	156	144	124
Smad2	na	2108	2329	2212	2648	2614	2191
Smad3	na	5730	5749	5722	5339	5508	4685
Smad4	na	1618	1643	1506	1820	1803	1562
Smad5	na	1907	1966	1873	2349	2503	2088
Smad6	na	5	6	6	6	3	1
Smad7	na	1007	900	818	988	906	844
Smad9	na	0	0	0	0	0	1
Smagp	na	103	89	79	155	200	146
Smap1	na	682	730	624	793	742	639
Smap2	na	8160	8010	7143	8879	8491	7193
Smarca1	na	0	0	0	0	0	0
Smarca2	na	990	995	879	980	962	828
Smarca4	na	8377	8372	7557	9046	9257	7751
Smarca5	na	3358	3415	3474	3985	3865	3449
Smarca5-ps	na	255	341	238	343	278	285
Smarcad1	na	1707	1755	1692	1930	1876	1654
Smarcal1	na	1580	1621	1458	1771	1736	1521
